catalog_no,title,author_name,published_year,pages,language,status,Source,category1,category2
P0107,සද්දනිතිප්‍රකරණ (ධාතුමාලා),ධම්මවිචය ග්‍රන්ථ,,287,Pali,Full,Na Uyana,පාළි ව්‍යාකරණ,ධම්මවිචය ඡට්ට සංගායනා ග්‍රන්ථ
P0108,පදරුපසිද්ධි,ධම්මවිචය ග්‍රන්ථ,,334,Pali,Full,Na Uyana,පාළි ව්‍යාකරණ,ධම්මවිචය ඡට්ට සංගායනා ග්‍රන්ථ
P0109,මොග්ගල්ලානපංචිකා ටීකා,ධම්මවිචය ග්‍රන්ථ,,257,Pali,Full,Na Uyana,පාළි ව්‍යාකරණ,ධම්මවිචය ඡට්ට සංගායනා ග්‍රන්ථ
P0110,පයෝගසිද්ධිපාඨ,ධම්මවිචය ග්‍රන්ථ,,226,Pali,Full,Na Uyana,පාළි ව්‍යාකරණ,ධම්මවිචය ඡට්ට සංගායනා ග්‍රන්ථ
P0111,වුත්තෝදයපාඨ,ධම්මවිචය ග්‍රන්ථ,,18,Pali,Full,Na Uyana,පාළි ව්‍යාකරණ,ධම්මවිචය ඡට්ට සංගායනා ග්‍රන්ථ
P0112,අභිධනප්‍රදිපිකා පාඨ,ධම්මවිචය ග්‍රන්ථ,,135,Pali,Full,Na Uyana,පාළි ව්‍යාකරණ,ධම්මවිචය ඡට්ට සංගායනා ග්‍රන්ථ
P0113,අභිධනප්‍රදිප්කා ටීකා,ධම්මවිචය ග්‍රන්ථ,,326,Pali,Full,Na Uyana,පාළි ව්‍යාකරණ,ධම්මවිචය ඡට්ට සංගායනා ග්‍රන්ථ
P0114,සුබෝධාලංකාර පාඨ,ධම්මවිචය ග්‍රන්ථ,,53,Pali,Full,Na Uyana,පාළි ව්‍යාකරණ,ධම්මවිචය ඡට්ට සංගායනා ග්‍රන්ථ
P0115,සුබෝධාලංකාර ටීකා,ධම්මවිචය ග්‍රන්ථ,,276,Pali,Full,Na Uyana,පාළි ව්‍යාකරණ,ධම්මවිචය ඡට්ට සංගායනා ග්‍රන්ථ
P0116,බාලාවතාර,ධම්මවිචය ග්‍රන්ථ,,55,Pali,Full,Na Uyana,පාළි ව්‍යාකරණ,ධම්මවිචය ඡට්ට සංගායනා ග්‍රන්ථ
P0117,සරළ පාලි වියරණය,,,53,Pali,Full,Na Uyana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0118,පාළිපාඨ මඤ්ජරී ….... භාගය,කහඳාමෝදර පියරතන හිමි,1931-01-01,67,Pali,Full,National Library,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0119,පාළිපාඨ මඤ්ජරී…..... භාගය,කහඳාමෝදර පියරතන හිමි,,,Pali,Full,Paramaththa,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0120,කාරක පුප්ඵ මඤ්ජරී,භණ්ඩාර රාජගුරු,1899-01-01,270,Pali,Full,Paramaththa,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0121,ධාත්වත්ථවණ්ණනා,පණ්ඩිත වජිරඤාණ හිමි,1927-01-01,222,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0122,ධාතුපාඨො ධාතුපාඨ සන්නය,,,26,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0123,ධාතුපාඨවිලාසිනිය,වැලිතොට ඤාණතිලක හිමි,1926-01-01,100,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0124,ධාත්වත්ව දීපනි,හිඟුල්වල ජිනරතන හිමි,1895-01-01,200,Pali,Full,Na uyana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0125,ධාත්වත්ථසංගහො,ධම්මාලංකාර හිමි,1897-01-01,90,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0126,ශබ්දවෘත්තිප්‍රකාශය,වැලිතොට ඤාණතිලක හිමි,1899-01-01,86,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0127,ගන්‍ධාභරණය,වැලිතොට ඤාණතිලක හිමි,1898-01-01,90,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0128,වච්චවාචකය,වැලිතොට ඤාණතිලක හිමි,1899-01-01,58,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0129,නාමිකසද්දමාලා,වැලිතොට ඤාණතිලක හිමි,1899-01-01,54,Pali,Full,Na uyana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0130,සන්න සහිත බාලප්පබෝධනය,සුධම්මාලංකාර හිමි,1913-01-01,168,Pali,Full,Na uyana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0131,කාරිකාව,වැලිතොට ඤාණතිලක හිමි,1897-01-01,162,Pali,Full,Na uyana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0132,සන්න සහිත ශබ්ධබිංදුව,මුල්ලේරියාවේ විපුලසාර හිමි,1888-01-01,46,Pali,Full,Na uyana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0133,පද භෙදය,වැලිතොට ඤාණතිලක හිමි,1895-01-01,40,Pali,Full,Na uyana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0134,පාලි නාමපද මාලාව හා ආඛ්‍යාත පදමාලාව,මොරගල්ලේ ඤාණෝභාස හිමි,1936-01-01,96,Pali,Full,Na uyana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0135,බාලාවතාර සංග්‍රහය 1st Edition,සිටිනාමළුවේ ධම්මජෝති හිමි,1889-01-01,136,Pali,Full,Na uyana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0135,බාලාවතාර සංග්‍රහය 2nd Edition,සිටිනාමළුවේ ධම්මජෝති හිමි,1913-01-01,164,Pali,Full,Na uyana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0136,සද්දත්‍ථ භෙද චින්තා,සිරිධම්ම හිමි,1901-01-01,36,Pali,Full,Na uyana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0137,පාලි පදමාලාව - ප්‍රථම භාගය,ජේ ඩබ් පවුලස් ද සිල්වා,1970-01-01,128,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0138,විභත්‍යත්‍ථය,වැලිතොට ඤාණතිලක හිමි,1905-01-01,44,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0139,රූපභෙදපපකාසිනිය,වැලිතොට ඤාණතිලක හිමි,1907-01-01,52,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0140,පාලි ව්‍යාකරණොදය,යටලමත්තේ සරණංකර හිමි,1926-01-01,132,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0141,පාළි පදමාලාව හෙවත් පාළි වරනැගිල්ල,චන්ද්‍රකිර්ති ශ්‍රී පියරතන හිමි,1935-01-01,118,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0142,රූපමාලා වණණනා අථවා විභතත්‍යත්‍ථපපකාසිනී 2 nd Editions,ගිරිදර ශ්‍රී බුද්ධරක්ඛිත හිමි,1924-01-01,72,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0142,රූපමාලා වණණනා අථවා විභතත්‍යත්‍ථපපකාසිනී 1st Edition,එම් සුනන්ද හිමි,1873-01-01,74,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0143,ආඛ්‍යාත ව්‍යාඛ්‍යා,හිරිපිටියේ සාසනවංස හිමි,1922-01-01,26,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0144,නිපාතරතනාකරො,ගුණානන්ද හිමි,1931-01-01,142,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0145,කච්චායන ධාතු මඤ්ජූසාව,සිලවංස හිමි,1872-01-01,74,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0146,පදසාධනං,ධම්මකිර්ති ශ්‍රී ධම්මානන්ද හිමි,1932-01-01,104,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0147,"පාලි-සිංහල අකාරාදිය, ප්‍රථම භාගය",බොරුග්ගමුවේ ශ්‍රී රේවත හිමි,1931-01-01,148,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0148,ධාතුරූප රත්නාවලී,අම්බලන්ගොඩ කුසලධම්ම හිමි,1930-01-01,252,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0149,දිඨන්තරතනාවලී,විදුරුපොල පියතිස්ස හිමි,1926-01-01,62,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0150,මහා නෙක්ඛම්මචම්පූ,විදුරුපොල පියතිස්ස හිමි,1935-01-01,100,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0151,සම්මොහනාසනී,කෝදාගොඩ උපසේන හිමි,1911-01-01,58,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
S0155,මජ්ජිමනිකාය මජ්ජිම පන්නාසක ටිකාව-01,BCC,,,Sinhala,Full,My Library,සූත්‍ර,බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය
S0156,මනොරතපුරණි ටිකාව 02,BCC,,,Sinhala,Full,My Library,සූත්‍ර,බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය
S0157,මජ්ජිමනිකාය මූල පන්නාසක ටිකාව 01 භාගය - 04,BCC,,,Sinhala,Full,My Library,සූත්‍ර,බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය
S0158,මජ්ජිමනිකාය මූල පන්නාසක ටිකාව 02 භාගය - 07,BCC,,,Sinhala,Full,My Library,සූත්‍ර,බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය
S0159,මජ්ජිමනිකාය උපරි පන්නාසක ටිකාව 09,BCC,,,Sinhala,Full,My Library,සූත්‍ර,බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය
S0160,දීඝ නිකාය මහා වග්ග ටිකාව 06,BCC,,,Sinhala,Full,My Library,සූත්‍ර,බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය
S0161,දීඝ නිකාය පාටික වග්ග ටිකාව 08,BCC,,,Sinhala,Full,My Library,සූත්‍ර,බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය
S0162,සංයුක්ත නිකාය සගාථ වග්ග ටිකාව 10,BCC,,,Sinhala,Full,My Library,සූත්‍ර,බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය
S0163,දීඝ නිකාය සීලක්ඛන්ධ වග්ග 11,BCC,,,Sinhala,Full,My Library,සූත්‍ර,බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය
S0164,මනොරතපුරණි ටිකාව -12,BCC,,,Sinhala,Full,My Library,සූත්‍ර,බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය
S0165,මනොරතපුරණි ටිකාව -15,BCC,,,Sinhala,Full,My Library,සූත්‍ර,බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය
S0166,සංයුක්ත නිකාය සලායතන/ඛන්ධ/මහා වග්ග ටිකාව 17,BCC,,,Sinhala,Full,My Library,සූත්‍ර,බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය
,"සේතුබන්ධ ව්‍යඛ්‍යාව 1,2",කහමුවදොර ශ්‍රී පියරතන හිමි,1933-01-01,,,,,ඉපැරණි ග්‍රන්ථ,වෙනත්
,හෙළදිව නව නාමාවලී රීති,ඇම්.ඩී.ඩී. කරුණාතිලක,1927-01-01,,,,,ඉපැරණි ග්‍රන්ථ,වෙනත්
B0017,විශුද්ධි මාර්ගය,හේවාවිතාරණ අටුවා,1919-01-01,566,Pali,Full,Path Nirwana,ධර්ම සංග්‍රහ ග්‍රන්ථ,ධර්ම සංග්‍රහ ග්‍රන්ථ
B0018,මිලින්දප්‍රශ්න,ගලගම සරණංකර හිමි,1970-01-01,660,Sinhala,Full,Path Nirwana,ධර්ම සංග්‍රහ ග්‍රන්ථ,ධර්ම සංග්‍රහ ග්‍රන්ථ
